Post,Label
"I want to leave so bad but I hate thinking about him being alone, I feel sorry for him. They say the loneliness is the hardest thing about leaving but I can only imagine how hard it must be when you are the one being left.

I mean he’s literally punched me in my face, called me every name, we’ve fought and busted TVs and walls, but I still feel bad for leaving him.

He’s literally said to me “sometimes when I look at you I just hate you so much I can’t stand it” but I STILL FEEL BAD. WHYYYYYYYY

I just wish he’d tell me to leave. Or cheat on me so I’d have a ‘reason’ to leave. I’m so stupid. I hate my self.

Why is hurting his feelings the hardest thing for me to get past…",1
"i don’t really know where to start. this is the first time my boyfriend has put his hands on me, i don’t know what to think at all. my mind feels blank today and i don’t want to tell my family or friends about this. here’s what happened.

we went out drinking, got into an argument over me saying his friend is immature because he punched a random guy in the face for no reason.

we got back home and he was pretty much black out drunk and freaked out on me, said his best friend comes first blah blah blah. i got mad and wanted to leave his house so i tried to get an uber. he grabbed my face and squeezed my face and said i’m not leaving. i kept trying to walk out of his bedroom and he was blocking the door. he then grabbed me by the throat and threw me on the bed. pinned me down with my face smushed down on the mattress and he laid on top of me and told me i’m not leaving. i started crying because he held me down by the throat for at least 2 minutes. when he got off me he was blocking the door and wouldn’t let me out. we went to sleep. the next morning i brought it up and he said “you have a good boyfriend and you need to realize that. you deserved it. i’d never hit you but i felt threatened because you wanted to leave and i didn’t want you to. plus you probably liked it anyways”",1
"My mom and dad are separated, my mom has a boyfriend and has been together for 10 years. My mom had sole custody of me on agreement of my dad which was getting therapy for his PTSD (which is why my mom left) Well 10 years later and I think my moms boyfriend is abusing her, and well me.

I was only 5 when they started dating and I didnt see the abuse until I came across the word gaslighting one day.

Hes extremely narcissist and loves to gaslight people. He always says that we are lying and only he remembers situations the right way. He has everything in his name, my moms name is on nothing. (They bought a house together and my mom pays for 70% of the bills). Hes the only one that can drive after convincing my mom she cant drive anymore. (She has some physical disability but nothing that limits her to driving.)

If we dont follow his rules and his laws he gets extremely upset and starts yelling. It goes on and on. I've never seen him hit her but I've witnessed the time he locked and cornered her in the bathroom because he got upset with her. Hes also threatened to shove my brothers head through the wall and to not let me eat for a week just because I couldnt finish a jello cup.",1
How can I get my stuff out of my house after leaving domestic abuse/violence situation? I have no house key and will be locked out,1
"We met a girl with my friends that gets constantly bullied and domestically violated by her older sister, father as we heard. We are not sure that its a real account but it %90 is. She sent photos and a voice message. She tried to kill herself thrice even. What can we do? We live in Turkey. She lives in our city Istanbul but she is in another city right now. We want to help her right now.",1
My girlfriend is being abused by her roommate with BPD. How do I help?,1
"My depression is getting so much worse because he injured me so bad back in April. He picked me up and slammed me on my head and neck, then picked me up and slammed me on my back as hard as he could. I had a traumatic brain injury as well as a spine fracture. My short term memory has gotten progressively worse and I wake up in chronic pain every morning. He manipulated me so bad when it happened that I never made a report because I was scared and somehow he made me feel like I deserved it even though I didn’t do anything to provoke him. I wake up everyday in so much pain and I can’t help but cry. I’m only 25 and I can barely turn around without gasping because the pain feels so bad. He’s been living carefree and I’ve been suffering in pain and constant depression. I can’t believe I let somebody do this to me.",1
"So while laying in bed I heard a scream and a woman crying into the phone, I looked outside to find a woman talking to the emergency services about her abusive partner. I wanted to help in the moment but was worried my involvement would make things worse for the victim.

About 5 mins later the police came and took the man away in a police van, I want to offer to help the woman but am unsure what is the best way of doing this. Is there a way I can offer to help her without making the situation worse?",1
"I’m 19 and I’ve moved into my boyfriends house since January.

He gets angry sometimes and will pull me by my hair, kick me shove me and grab at my face.

He won’t do anything in front of anyone. This is all done when it’s only me around.

He gets up in my face and grabs me by the hair ti make me look at him while he’s screaming at me

I am scared to leave because he’s always said if he ever lost me hed kill himself. And I absaloutley believe he would do something like this.",1
Need help escaping from domestic abuse situation,1
"My dad has SEVERE PTSD and during this pandemic, he has completely lost it.

I didn’t grow up in a normal and happy family. There was always constant arguing, not to mention never having enough money to survive. And currently, I’m being used as a scapegoat and being blamed for literally EVERYTHING that goes wrong in my house.

My mom is brainwashed and continues to defend my dad and his violent and inappropriate childish behaviors. She can’t see the light and realize she married a nutcase and she’s going through the classic cycle of domestic abuse. She has no ability to stand up for herself or to even leave.

I’m not allowed to leave the house, buy a car, or even get a job right now because of the pandemic. I’m stuck living with an abusive control freak.",1
"So today, my dad told my mom on a short notice that my uncle and the family were coming tomorrow for my grandmother's birthday. My mom was like, ""oh okay, i kinda wish i would've be told earlier so i could plan everything out"". Dad ignored her, but she said it again gently, and now dad is so mad, he's hitting her and yelling at her and blowing it out of proportions, and mom is crying and trying to make him understand, but he's so scary. and i can't move out of the room without dad misunderstanding.",1
I can’t talk on a phone with the national domestic violence hotline. Also there online chat has a really long wait time right now. I’m worried I will wake my husband if I’m talking on the phone. I’m not in immediate danger but the last few days have been very bad and I needed to get all of this off my chest. My depression is very bad right now.,1
I'm living through so much abuse I want out. My husband is dying and he's still at it every day!!! Threatening me calls me name's tells me how dumb I am frightens me The mental abuse is unreal He has one foot in the grave and another on a banana peel and yet he continues. I'm helping him die at home and yet he won't stop. He is a psychopath narcissist abuser. I'm doing everything for him and I mean everything He has no respect for me whatsoever and yet here I am. My life is ridiculous. Know one will ever know the amount of abuse that I experience on a daily basis. I'm just hanging on. I'm even scared to post because his sister is watching me on social media,1
"My boyfriend of 2 years hit me today. I've got a few bruises on the face, I don't know what to do, I'm at a complete loss. How can someone who claims to love you so much treat you the way I was just treated? I guess I'm here because I don't know what to do, I want to leave but I still fucking love the idiot. I don't want to be here anymore :( I want to feel loved and appreciated but now I'll be too fucked up for the next person I try to love and appreciate... Just to clarify I've never laid a hand on him as Im not a violent person.",1
He’s threatening to kill himself. Threatened to jump off the balcony and was hanging off while our kids watched. Said if I call the police he’ll make them kill him. Said if I leave he’ll make my life miserable and then kill himself after he’s ruined my life. I’m sitting in my bedroom with the door locked with my kids on my lap. What am I supposed to do?,1
"I saw my abusive ex for the last time the end of January. Ever since then I am afraid to literally take a walk, go into a store, pick up a phone call, talk to my loving family... it’s like I just want to hide in my own little safe space in my bedroom. This is not what I want for myself, I just don’t know what else to do",1
Angry and scaredץ Today my abuser who stabbed me 8 times was offered a deal the charge went from attempted murder to domestic abuse with bodily injury... He will be out probably the day of sentencing,1
"Can anyone recommend support groups for survivors of domestic violence? I'm really struggling, and while I have support, my feelings are so big and complex I think I would find a lot of value talking with women who have experienced similar situations.

Thank you!",1
I need help leaving my husband i have 2 very small kids one baby and i wont let me leave the house work anything,1
"Mom physically abused me. She kicked me in my groin area. It hurt for a bit, but then it went away. I went to the police and they said they couldn’t do much for me other than go and get an order of protection.

My dad is an enabler and won’t stand up for me. I have no other relatives as they are all flying monkeys. I have practically no one, and barely any friends who can help me out.",1
"I want to escape my relationship, but can’t because I fear my families reactions. My boyfriend threatens to call them, and create drama, and say horrible things to them. It’s too much pressure, and very overwhelming for me. I really just want to change my number, and do what I need to do get myself situated, and safe, but they will probably freak out if they can’t get a hold of me. It’s the only thing that’s holding me back from escaping is my stupid family. I don’t have a lot of time to escape either I need to do it ASAP!",1
I know there are shelters for domestic abuse victims but I have a dog. I don’t have much money since I’m in school. Does anyone have any advice on how to get away when in this circumstance? I feel stuck and am mostly staying because I have no where else to go.,1
"Hi, as the title pretty much explains, I am tired of all the constant abuse and mockery I receive from my current husband. I am a non-US citizen with two children born in the US. I’d be very grateful if you could provide me with information for organizations that could help me, I am a stay at home mom and my husband did not let me finish my college degree, so I don’t have any means of making money. Today he kicked me out of the house and locked the doors, I don’t even have a place to stay at night.",1
"Hi, as the title pretty much explains, I am tired of all the constant abuse and mockery I receive from my current husband. I am a non-US citizen with two children born in the US. I’d be very grateful if you could provide me with information for organizations that could help me, I am a stay at home mom and my husband did not let me finish my college degree, so I don’t have any means of making money. Today he kicked me out of the house and locked the doors, I don’t even have a place to stay at night.",1
I just confronted my husband for being very rude when we had family company over. He isolated himself and when the company left I told him it was very rude and I was upset about it. Fast forward ten minutes of him escalating and calling me names and making threats and he hauled off and punched me. I am so fucking pissed off and don’t know what to do!,1
He always blamed me for antagonizing him. This time I was sitting on the bed holding the baby telling him to leave. He walked over and slapped me hard then he came back and choked me. He says Hod says he's right and I'm in the wrong.,1
"Hi everyone, I hope you are all doing well. A family relative of mine was in a domestic violence situation a week ago- she was pushed against the kitchen counter and her partner held his fists up to her and threatened her. She was shaken and now feels ready to report the incident but is currently unsure about pursuing a divorce or separation. She just wants the police to be aware the incident happened and have it on record. She is confused if this is possible and if so, what should she tell them? Thank you so much.",1
"I need to escape my abusive family. I live in Iraq and there’s no law to protect me here and the authorities won’t help me. I need to escape the country because if I stay here they will kill me.

Please if you know any organizations, people or any information share it with me. I’m desperate and I don’t know what to do.",1
"Are there any books written for the partners of DV/ abusive relationship survivors? Books written for people experiencing it are insightful but I’m looking for something to help understand and support rather than self help. I tried searching but didn’t find much, which strikes me as odd.",1
Im a 24-year-old yemeni national. Born and raised in UAE. My father has been abusing us ever since my sister escaped this house. We did try to escape but by law he is our sponsor and he can cancel our residency visa and deport us back to Yemen. Any advice on dealing with this?,1
"My abusive boyfriend likes to blow up my phone with all these cruel messages while I’m at work, and just in general. I always reply, but it starts to affect me, and I get really upset and start crying while I’m at work. I feel like if I don’t answer it’s going to get worse. Should I just be ignoring all his messages? Or is that unsafe to do so?",1
"Trying to figure out a way to discreetly ask for some financial help from friends and family to get out of my violent relationship. This way when I’m ready to flee I have money to get a hotel room, and lay low for a while. Has anyone tried anything like go fund me? Thanks everyone.",1
"please help. my mom are arguing and im scared dad might do something to us im 13,my brother is gonna turn 7 what do I do when my dad hits my mom",1
"Please don’t beat me up for not leaving yet, I’m getting the courage too. It’s really hard to work up to. He held his hands around my neck and when I said I was scared he’d kill me he slapped me across the face several times and told me he would. He slapped me, punched me and held a pillow over my face for several minutes. I’m really struggling emotionally",1
"I finally got in to see a therapist and described some of my concerns with my stbx. He said that it was absolutely abuse and that he was required by law to report it.

Has anyone been through this? What happens next. I’m afraid this is going to make everything worse.",1
Yesterday I heard screaming from my driveway and ran outside to find my neighbor holding her ear and crying. Her husband slapped her while they were arguing and Nearly burst her eardrum! I stayed with her and her daughter while my husband told her’s to get lost. Her husband was acting like nothing was wrong and everything was totally normal. Eventually he took off and hasn’t been back since. I want to reach out to her and support her and was thinking of providing her with some resources like my cell phone number and maybe the DV hotline. I also want to let her know I would be willing to be a witness for her if she needed it. But I also don’t want to overstep and make her feel uncomfortable. What’s the best way to support her while being delicate and respectful??,1
"I posted here a few weeks ago, asking for advice as a newly married couple. It only gets worse. This time he slammed my head into the window while he was driving, said horrible unspeakable things, called me a cunt, a stupid fuckinf bitch and every horrific thing in the book. He proceeded to grab me by my neck, and push me as hard as he physically could into the door. I don’t know what to do. In my culture it’s unacceptable to divorce. I love him with my whole heart but I’ve married a monster. I’m in physical pain. I need someone to talk to, I can’t tell anyone in real life",1
"I get abuse by my dads partner. Nearly everyday I get abused, shouted at or anything, even for the smallest thing. My dads on my side kind of, it’s my dads partner (step mom)that is the issue. She starts arguments over anything for example me not helping around the house. I can’t just get help since they have a baby and I can’t ruin that.

Note: I am 13

What can I do?",1
"A guy [m, 40] that I [f, 23] am seeing is very abusive [violence, murder], and I'm scared. Help me.",1
I used to be in a physically abuse relationship for around a year where i was beaten alot. Recently someone slapped me and i froze for a few seconds and started panicking and thinking about my prior relationship before i calmed down. I havent been to therapy or diagnosed with anything so I was wondering if it was related to my abuse and what it was if so.,1
"I need help on making the plan of leaving, i don't know who can help me to plan it cause i know there's like social workers or something bthat help you plan it, crate a safe and logical plan to leave, there's even a woman on tiktok i saw that do that with women but i don't know what or where should I look for",1
"Is there a physically disabled parent out there who left their abusive spouse successfully? If so, how??

I can provide background if needed, but to rehash everything is emotionally painful. It is definitely abuse on his part.",1
"I am just a teenager, my friends are all just teenagers in quarantine. I have a friend who's being sexually harassed by her stepfather. She has a mother and a younger sister. She's been suicidal for years, and has been cutting herself. We keep telling her to report to the police or at least tell her mother but she's scared. He threatens her saying if she reported, he would kill her family. (I personally think he's just barking) We really don't know what to do. She doesn't want to report due to

Threats

Financial Issues

Trouble Any advice?",1
"He's hit me before in the past. Maybe I was being a bitch, but then he raised his hand at me as if to hit me, and I flinched rrally bad. Then he laughed at me amd called me a bitch",1
"Me and my partner had been dating for about 2 years and everything was perfect. Then he began to censor what I wore, if I did my makeup or not, who I spoke to or hung out with (friends and fam), my financial spending, how I spoke, etc.  After came the name calling (stupid, idiot, retard, bitch, slut, whore) which he said I deserved for acting in such manner. I wanted to leave him but I went through a loss in my family and I didn’t want to go through another so I stayed. soon after the abuse became physical and he would hit me, pull my hair, throw me down things, etc. Which he would then apologize for and say he was sorry and that he loved me. I tried and tried to leave and we would somehow end up talking for hours and yet again I’d give him another chance. Then one day he hit me so bad that he left me bruised I called the cops on in fear of losing my life. The cops came and he was arrested. I documented everything and worked with the cops. I also became aware of past violent criminal felonies he has (including a fb case with his ex gf). He still says he loves me and that he wants to work things out and I honestly love him too but deep in my souls I know I need to leave him no matter how much it hurts. I have a supportive friend and family circle, therapy, and a good job In a field that I love however with all the support I don’t understand why it is so hard for me to let him go. I guess I just always wanted him to love me how I loved him and wish he would change for me. I can’t grasp the fact that the person I’ve loved the most in my life could be so mean and al I do is blame myself for not being better or keeping him less angry.",1
"So my mom is with an abuser who is very narcissistic, very insecure and bipolar sometimes he is so nice and funny and the other times he is super violent and crazy he had physically abusive my mother very badly and I woke up in the middle of it while he was beating her this left me PSTD am pretty sure for life. And he's doing and done so much other stuff for example left an app on my mother phone where he can see whos shes texting and what shes doing . I can not call the police because she's just going to deny it so I have no clue what to but just keep trying to convince her to leave.

All I am asking for is support and advice thank you!",1
"I’l try keep this as short as I can. 

My mum is severely depressed- has been for years. She’s been on loads of antidepressants that don’t seem to work for her. About 2 years ago she split up with her boyfriend and attempted suicide by overdose. I believe this was a cry for help and she wanted medical professionals to see how desperate she was. They just sent her home that day. Fast forward to today, my mum has been on again off again with this ex boyfriend. He’s no good for her, he’s a coke addict, buys illegal Valium and not to mention extremely abusive (only physical once that I know of). Anyways I’m getting off track, today I get a call she's been taken into hospital on another suicide attempt and again they send her home with a leaflet filled with telephone numbers to help her. I’m beyond frustrated and upset at the lack of help she’s getting. Also I called the police on the ex who was in the house when I got in (smashed mirror/tv, blood all over my mums clothes and a clump of hair that had been pulled out my mums head). The police were no help either they just removed him from the premises and said to me we’ve all had a boyfriend no one else likes. I’m really struggling myself and want her to get help. She was so close to getting kept in hospital today which I felt she would have needed and wanted but alas.

Extra details- I live in the UK so NHS services for mental health aren’t the best",1
"The cycle of ongoing violence came out recently at her birthday party and was openly discussed with her friends.

At party said it was ""100% over"" and he is a ""fucking psycho"".

It also came out that she has a codeword to call for help from a friend.

She took him back a few days later and told me she knows it's ""toxic"", that she always questioned why women stay in abusive relationships but she loves him.

So I'm hoping that she is close to leaving him.  The fact she can see some truths but isn't yet ready to fully accept them gives me hope.",1
"He drank a quarter gallon of alcohol within 24 hours. He quit nicotine a week and 2-3 days ago. He's been all over the place, not stable. Not respecting my boundaries but that's nothing new. He's blaming everything on quitting the nicotine but I know he is making the conscious choice to disrespect me (and other people), to not think about my feelings. He wanted to listen to music WITH me for hours (I do not like this) and after two hours of this (and it being 12am) I tried to let him know I was ready for bed. He said to me ""I feel like I should punch you in the face."" Because he could tell I did not want to listen to music anymore. That made me feel sick to my stomach and obviously scared. He pushed it for another 2 hours, making me do things I did not want to do. From 10pm to 3am he berated me, a lot of it being drunken stupidness and calling me names, but none the less making me feel terrible and not allowing me to have a choice wether or not I wanted to be around him. I hate feeling powerless like this. No one stands up to him, he won't accept it if someone actually does stand up to him. it's always everyone else's issue or fault. I'm so tired of this and want to move on from this relationship as I know he won't ever change and I've already wasted 5 years of my life being with him and trying to work with him on his issues. I'm tired of my life being consumed by him and his issues.",1
"I was doing well with no contact but I'm breaking down. I'm just so idk alone and honestly, I'm not seeing the good in people like it seems everyone is just a really crapy person maybe I'm the weird one expecting others to be kind to one another.he was very abusive but he did get better it wasn't as much as it use to be idk my insurance won't cover therapy so here I am",1
"So I feel ashamed because I kept giving my partner chance after chance.
 We've had a chaotic and very fast relationship with multiple moves and i already have children and we have had a child together as well, in a small period of time. 
His outbursts and rants usually happen when alcohol and drugs are involved, but how many times can you forgive one person? 
Every time police are called he gets worse, everything is always all my fault, he won't take responsibility for his actions and hates being held accountable. 
I feel ashamed I stupidily let him back.
Yesterday was the worst, I was choked thrown and dragged by my hair. I did not retaliate as I feel he wanted me to hit back.
Police have put an order on so he cannot come back to the house. I feel relieved. 
What us wrong with me",1
"Husband (29M) and I (25F) have been together 7 years. He never ever showed signs of being abusive until this last year. About a year ago we got into a huge fight that has taken all this time to recover from, because we both did and said things we regret badly.

Lately his temper flies off the handle. It started out a few months ago when I went to bed during a fight because I didn’t want to argue. He came in the bedroom, flipped on the lights, and flipped the mattress over while I was on it and said you are going to fucking talk to me.

Now he is gotten into the habit of leaving the house whenever I try to express my feelings. He says I am a manipulative lying bitch. So I stand in front of the door because years ago that would have worked because he wouldn’t have put his hands on me. Now he says move or I’ll move you and he grabs my shoulders and throws me in the floor. He has done this several times. 

This morning we got into a fight over something he misunderstood that I said. I followed him into the kitchen because he wouldn’t quit walking away from me. He told me he was going to hurt me if I didn’t go away. I stayed because I didn’t believe him. He put his arm around my neck and said how do you like that? I hit him because I was defending myself. 

Then he told me if I ever yelled again I would be picking my teeth off the floor.

I know it sounds like the no brainer option would be to leave, but I wish I knew why he was so angry. Why he has no tolerance for me anymore. Up until last year he was my best friend and would hurt any man who he ever saw lay hands on a woman. He has become the kind of person he hates. Also, I always get reeled back in... he was just cuddling up to me last night saying you’re my favorite person ever and Im so glad you are mine. Stuff like that. Kissing all over me. He will do that for about two weeks at a time and then become a monster again. My emotions are all over the place because during those two weeks of change I always think things are going to go back to normal. Like they were before our big fight a year ago. 

I don’t know what to do. I want to make it work but his temper is out of control. I have a brand new iPhone 11 and he got mad because I was on it one time and threw it across the room and shattered it. There are several holes in our walls. I just don’t know why he’s so violent and destructive now.

Like I said I know the obvious answer is to leave, but I want to believe he is capable of being who he used to be. I want to believe we can be ok again because I do love him so much. I just don’t know what to do.",1
"Can someone help me? I was with my partner for nearly 2 years, for about 10 months i have been trying to leave him but if i do, he parks up outside my house and just sits outside it and i mean for days on end, even sleeps in the car. This is getting too much for me. Im getting fed up of being beat, cheated on and being told im fat and ugly etc. How do i break free from this hell? I don’t even think i love him anymore but i know he wont let me break up with him. i just feel like killing myself is the only way i can break free xx",1
"I’m currently almost a year free of my abusive ex. And 3 years free from the abuse ex before that... I’m still having such a hard time excepting a new man in my life that is truly 100% genuine with his love, respect and care towards me. I’m not sure how to move forward.. any advise?",1
